No,분류,분류,분류,2019년 1월,2019년 2월,2019년 3월,2019년 4월,2019년 5월,2019년 6월,2019년 7월,2019년 8월,2019년 9월,2019년 10월,2019년 11월,2019년 12월,2020년 1월,2020년 2월,2020년 3월,2020년 4월,2020년 5월,2020년 6월,2020년 7월,2020년 8월,2020년 9월,2020년 10월,2020년 11월,2020년 12월,2021년 1월,2021년 2월,2021년 3월,2021년 4월,2021년 5월,2021년 6월,2021년 7월,2021년 8월,2021년 9월,2021년 10월,2021년 11월,2021년 12월,2022년 1월,2022년 2월,2022년 3월,2022년 4월,2022년 5월,2022년 6월,2022년 7월,2022년 8월,2022년 9월,2022년 10월,2022년 11월,2022년 12월,2023년 1월,2023년 2월,2023년 3월,2023년 4월,2023년 5월,2023년 6월,2023년 7월,2023년 8월,2023년 9월,2023년 10월,2023년 11월,2023년 12월,2024년 1월,2024년 2월,2024년 3월,2024년 4월,2024년 5월,2024년 6월,2024년 7월,2024년 8월,2024년 9월,2024년 10월,2024년 11월,2024년 12월
No,분류,분류,분류,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격,가격
19,경기,서해안권,서해안권,"""276,640""","""276,285""","""275,903""","""274,722""","""273,942""","""273,722""","""274,135""","""274,533""","""275,671""","""276,600""","""278,061""","""279,798""","""292,873""","""295,412""","""300,948""","""304,943""","""306,994""","""309,983""","""313,054""","""315,431""","""317,187""","""318,051""","""319,661""","""321,577""","""323,816""","""328,687""","""334,122""","""340,293""","""345,486""","""354,378""","""419,585""","""428,472""","""436,452""","""442,789""","""446,354""","""447,561""","""447,230""","""446,475""","""445,172""","""444,579""","""443,725""","""442,430""","""440,928""","""437,770""","""433,157""","""426,442""","""415,110""","""400,290""","""384,388""","""376,777""","""372,578""","""370,720""","""371,162""","""372,671""","""375,568""","""379,164""","""382,677""","""385,425""","""385,984""","""385,295""","""388,211""","""387,488""","""386,844""","""386,765""","""386,429""","""386,940""","""388,157""","""390,014""","""391,732""","""392,731""","""393,285""","""393,369"""
20,경기,동부1권,동부1권,"""332,651""","""332,291""","""331,849""","""330,941""","""330,554""","""330,307""","""330,830""","""331,829""","""333,075""","""334,495""","""336,936""","""339,483""","""357,381""","""359,761""","""364,412""","""368,062""","""369,862""","""373,726""","""380,270""","""386,315""","""391,005""","""393,263""","""396,989""","""401,384""","""407,194""","""416,238""","""422,043""","""425,595""","""428,618""","""433,502""","""549,552""","""557,317""","""562,716""","""568,176""","""571,861""","""573,255""","""573,199""","""572,947""","""572,561""","""572,410""","""572,007""","""571,559""","""569,906""","""566,135""","""560,783""","""553,403""","""542,907""","""523,087""","""504,849""","""495,016""","""487,929""","""483,894""","""483,061""","""483,933""","""485,714""","""487,893""","""490,966""","""494,124""","""495,470""","""495,310""","""498,732""","""497,728""","""496,668""","""496,503""","""496,606""","""496,900""","""498,125""","""501,651""","""504,883""","""506,159""","""506,958""","""506,734"""
21,경기,동부2권,동부2권,"""179,097""","""179,143""","""179,113""","""179,017""","""178,942""","""178,921""","""179,110""","""179,167""","""179,253""","""179,492""","""179,755""","""179,920""","""185,094""","""185,656""","""185,867""","""185,989""","""186,114""","""186,358""","""186,717""","""187,038""","""187,479""","""187,826""","""188,182""","""188,534""","""188,879""","""189,573""","""190,335""","""191,086""","""191,922""","""193,059""","""222,903""","""225,845""","""227,374""","""228,963""","""230,890""","""232,419""","""233,125""","""233,889""","""234,797""","""235,702""","""236,512""","""237,472""","""238,335""","""238,772""","""239,568""","""239,597""","""238,060""","""234,932""","""225,002""","""223,477""","""223,237""","""222,576""","""222,237""","""221,940""","""221,955""","""221,859""","""221,802""","""221,965""","""221,949""","""221,693""","""222,707""","""222,682""","""222,633""","""222,492""","""222,340""","""222,447""","""222,519""","""222,706""","""222,981""","""223,276""","""223,068""","""223,220"""
22,경기,경의권,경의권,"""307,609""","""307,446""","""307,157""","""306,521""","""306,024""","""305,548""","""304,766""","""304,069""","""303,760""","""303,612""","""303,750""","""304,511""","""320,985""","""321,583""","""322,620""","""323,953""","""324,987""","""326,683""","""332,836""","""335,769""","""337,604""","""339,401""","""347,390""","""358,665""","""367,534""","""376,344""","""380,633""","""383,149""","""385,074""","""388,756""","""471,579""","""478,132""","""485,146""","""491,301""","""494,620""","""495,762""","""496,082""","""495,959""","""495,732""","""495,839""","""496,190""","""495,566""","""494,590""","""492,515""","""488,684""","""482,076""","""470,774""","""456,539""","""447,478""","""437,855""","""432,919""","""429,642""","""427,291""","""425,716""","""424,796""","""424,566""","""425,582""","""426,601""","""426,423""","""425,939""","""429,707""","""429,198""","""428,627""","""428,756""","""428,613""","""428,584""","""428,719""","""429,776""","""431,029""","""431,443""","""431,634""","""431,070"""
23,경기,경원권,경원권,"""187,077""","""187,157""","""187,118""","""186,219""","""186,106""","""186,102""","""185,941""","""185,845""","""185,888""","""185,986""","""186,093""","""186,383""","""193,298""","""193,518""","""193,814""","""194,596""","""194,924""","""196,034""","""197,126""","""198,458""","""200,013""","""201,169""","""202,680""","""204,561""","""208,335""","""214,518""","""218,221""","""220,314""","""222,175""","""226,920""","""255,969""","""260,373""","""263,536""","""266,369""","""267,896""","""268,278""","""268,350""","""268,306""","""268,326""","""268,241""","""267,937""","""268,348""","""268,008""","""265,822""","""262,643""","""258,730""","""253,435""","""243,168""","""238,322""","""234,912""","""231,548""","""229,265""","""226,952""","""225,682""","""224,747""","""224,468""","""224,896""","""224,914""","""224,885""","""224,675""","""230,559""","""230,270""","""229,929""","""229,797""","""229,334""","""229,463""","""229,743""","""230,049""","""230,294""","""230,397""","""230,504""","""230,629"""
24,인천,인천,인천,"""225,902""","""225,764""","""225,866""","""225,881""","""225,905""","""226,048""","""226,047""","""225,870""","""226,445""","""226,920""","""227,494""","""228,603""","""242,683""","""244,339""","""251,076""","""254,826""","""256,922""","""259,757""","""261,331""","""262,029""","""262,696""","""263,525""","""264,866""","""266,703""","""269,720""","""274,193""","""279,048""","""284,367""","""289,487""","""296,879""","""325,826""","""332,035""","""337,364""","""342,838""","""346,360""","""347,909""","""348,101""","""348,038""","""347,522""","""347,331""","""346,228""","""345,346""","""344,197""","""341,151""","""337,123""","""331,241""","""321,457""","""308,603""","""300,344""","""296,268""","""293,823""","""293,458""","""293,783""","""294,764""","""296,138""","""297,488""","""298,726""","""299,536""","""299,362""","""298,723""","""303,509""","""303,275""","""303,230""","""303,338""","""303,970""","""304,889""","""306,027""","""307,859""","""308,937""","""309,473""","""309,491""","""308,694"""
25,부산,부산,부산,"""248,214""","""247,892""","""247,486""","""246,941""","""246,482""","""245,972""","""245,553""","""245,226""","""244,992""","""244,788""","""245,263""","""247,379""","""255,707""","""256,140""","""256,372""","""256,448""","""256,603""","""257,051""","""259,575""","""261,823""","""264,694""","""266,689""","""272,194""","""279,478""","""284,001""","""287,574""","""289,725""","""291,540""","""294,359""","""299,384""","""351,788""","""355,901""","""358,690""","""362,242""","""364,723""","""365,494""","""365,640""","""365,657""","""365,709""","""365,936""","""366,084""","""365,869""","""365,191""","""363,492""","""360,735""","""356,339""","""349,844""","""341,608""","""331,948""","""325,422""","""320,700""","""317,724""","""315,919""","""314,932""","""314,515""","""314,286""","""314,586""","""314,624""","""314,133""","""313,367""","""315,908""","""314,849""","""313,948""","""313,254""","""312,812""","""312,015""","""311,363""","""311,532""","""311,771""","""311,561""","""311,083""","""310,606"""
26,부산,중부산권,중부산권,"""235,015""","""234,862""","""234,657""","""234,476""","""234,341""","""234,081""","""233,700""","""233,316""","""233,209""","""233,211""","""233,580""","""235,131""","""245,345""","""245,876""","""246,058""","""245,866""","""245,907""","""246,404""","""248,559""","""249,536""","""251,838""","""253,014""","""258,191""","""265,071""","""269,278""","""272,973""","""274,607""","""275,837""","""277,573""","""280,460""","""332,837""","""336,064""","""336,863""","""339,448""","""341,556""","""342,151""","""342,432""","""342,404""","""342,368""","""342,331""","""342,066""","""341,518""","""340,782""","""338,802""","""335,852""","""331,709""","""326,223""","""319,258""","""307,786""","""302,232""","""297,264""","""294,316""","""292,292""","""291,555""","""290,988""","""290,865""","""291,173""","""291,293""","""290,658""","""289,562""","""291,677""","""290,629""","""289,546""","""289,097""","""288,835""","""287,687""","""286,848""","""287,249""","""287,958""","""287,940""","""287,713""","""287,338"""
27,부산,동부산권,동부산권,"""297,671""","""297,056""","""296,570""","""295,787""","""294,999""","""294,401""","""293,938""","""293,695""","""293,298""","""292,906""","""294,019""","""298,682""","""305,078""","""305,587""","""305,992""","""306,618""","""307,099""","""307,740""","""312,493""","""318,035""","""323,688""","""328,072""","""337,397""","""346,162""","""351,461""","""355,619""","""358,690""","""361,364""","""366,291""","""375,104""","""442,327""","""449,099""","""455,030""","""461,044""","""464,578""","""465,952""","""465,948""","""466,021""","""466,019""","""466,577""","""467,420""","""467,493""","""466,557""","""464,408""","""460,457""","""453,349""","""443,340""","""431,010""","""420,693""","""410,479""","""403,895""","""399,541""","""397,154""","""395,302""","""395,135""","""394,924""","""395,388""","""395,408""","""394,740""","""394,209""","""397,957""","""396,625""","""395,438""","""394,366""","""393,618""","""392,876""","""392,081""","""392,218""","""392,134""","""391,628""","""390,582""","""389,918"""
28,부산,서부산권,서부산권,"""212,790""","""212,529""","""211,890""","""211,029""","""210,423""","""209,607""","""209,176""","""208,849""","""208,594""","""208,272""","""208,187""","""208,290""","""215,281""","""215,467""","""215,579""","""215,452""","""215,415""","""215,559""","""216,098""","""216,590""","""217,159""","""217,714""","""219,324""","""225,543""","""229,683""","""232,376""","""234,299""","""236,071""","""238,202""","""242,306""","""276,951""","""279,534""","""281,712""","""284,083""","""285,975""","""286,384""","""286,449""","""286,472""","""286,728""","""286,982""","""287,001""","""287,003""","""286,737""","""286,083""","""285,048""","""283,302""","""279,205""","""273,643""","""265,359""","""261,430""","""259,196""","""257,774""","""257,011""","""256,586""","""256,092""","""255,664""","""255,762""","""255,662""","""255,615""","""255,028""","""256,595""","""255,839""","""255,592""","""255,040""","""254,644""","""254,389""","""254,243""","""254,052""","""253,838""","""253,622""","""253,345""","""252,896"""
29,대구,대구,대구,"""285,211""","""285,366""","""285,606""","""285,682""","""285,841""","""286,040""","""286,168""","""286,138""","""286,317""","""286,853""","""287,529""","""288,470""","""296,784""","""297,575""","""297,671""","""296,984""","""297,027""","""297,987""","""298,861""","""300,741""","""303,528""","""306,443""","""310,941""","""317,056""","""321,270""","""326,315""","""330,458""","""333,214""","""335,919""","""338,684""","""379,064""","""380,039""","""380,653""","""380,811""","""380,675""","""380,268""","""379,381""","""378,149""","""376,168""","""374,376""","""372,150""","""370,322""","""368,795""","""366,294""","""363,130""","""358,868""","""352,386""","""342,907""","""335,770""","""329,739""","""325,740""","""322,716""","""321,191""","""320,775""","""319,790""","""320,444""","""321,181""","""321,680""","""321,537""","""320,893""","""325,677""","""324,491""","""323,650""","""323,327""","""322,850""","""321,628""","""320,618""","""319,846""","""319,367""","""318,800""","""318,204""","""317,282"""
30,광주,광주,광주,"""235,378""","""235,692""","""235,909""","""235,952""","""235,820""","""235,659""","""235,456""","""235,417""","""235,488""","""235,564""","""235,820""","""236,054""","""238,232""","""238,511""","""238,453""","""238,564""","""238,740""","""238,792""","""238,927""","""238,952""","""239,101""","""239,470""","""240,377""","""244,206""","""245,988""","""247,110""","""248,080""","""249,353""","""250,751""","""253,542""","""271,027""","""273,399""","""275,856""","""278,657""","""280,836""","""282,372""","""283,280""","""283,821""","""284,314""","""284,808""","""285,177""","""285,390""","""285,298""","""284,929""","""283,232""","""281,278""","""276,770""","""271,858""","""268,956""","""265,438""","""262,732""","""261,090""","""260,218""","""259,685""","""259,315""","""259,211""","""259,518""","""260,113""","""260,407""","""260,487""","""266,843""","""266,425""","""266,026""","""265,464""","""265,130""","""264,753""","""264,486""","""264,246""","""264,123""","""263,766""","""263,618""","""263,311"""
31,대전,대전,대전,"""244,046""","""244,423""","""244,547""","""244,806""","""245,661""","""246,777""","""247,794""","""249,979""","""252,724""","""256,388""","""260,419""","""264,073""","""276,790""","""280,491""","""285,195""","""288,118""","""289,216""","""296,403""","""299,129""","""301,402""","""305,621""","""308,388""","""312,405""","""318,374""","""322,511""","""327,231""","""331,189""","""334,704""","""337,829""","""341,342""","""347,522""","""350,867""","""353,783""","""356,650""","""358,483""","""358,692""","""358,185""","""357,634""","""356,938""","""356,301""","""355,764""","""355,074""","""354,077""","""351,761""","""348,070""","""343,853""","""337,032""","""328,057""","""322,056""","""317,422""","""313,690""","""312,155""","""311,558""","""311,246""","""311,422""","""312,056""","""313,401""","""314,272""","""314,820""","""314,879""","""317,295""","""317,033""","""316,449""","""316,165""","""315,773""","""315,392""","""315,075""","""314,783""","""314,802""","""314,654""","""314,532""","""314,188"""
32,울산,울산,울산,"""245,484""","""244,677""","""243,955""","""243,087""","""242,489""","""241,996""","""241,671""","""241,363""","""240,872""","""241,148""","""241,837""","""242,980""","""247,091""","""248,460""","""249,524""","""250,077""","""250,456""","""251,552""","""253,433""","""255,406""","""258,310""","""261,057""","""264,586""","""273,088""","""278,128""","""280,608""","""282,134""","""283,311""","""284,396""","""286,456""","""315,748""","""317,831""","""319,590""","""321,106""","""322,018""","""322,302""","""322,293""","""322,414""","""322,315""","""321,406""","""321,366""","""320,996""","""320,507""","""318,797""","""316,578""","""313,669""","""307,286""","""301,251""","""291,013""","""287,103""","""283,372""","""281,311""","""280,306""","""280,148""","""280,215""","""280,601""","""281,280""","""282,062""","""282,391""","""282,482""","""284,464""","""284,504""","""284,395""","""284,543""","""284,608""","""284,824""","""284,886""","""285,147""","""285,399""","""285,739""","""286,058""","""286,209"""
33,세종,세종,세종,"""328,954""","""328,872""","""327,892""","""325,832""","""325,169""","""323,579""","""322,623""","""322,186""","""322,346""","""322,495""","""322,830""","""325,757""","""359,998""","""367,836""","""386,538""","""393,894""","""395,270""","""404,208""","""428,049""","""466,470""","""485,048""","""490,528""","""495,104""","""499,069""","""502,059""","""504,250""","""505,981""","""507,423""","""507,768""","""506,505""","""678,413""","""676,210""","""675,199""","""673,620""","""667,932""","""652,826""","""646,664""","""642,163""","""638,168""","""634,328""","""630,693""","""626,332""","""621,809""","""614,214""","""605,012""","""594,802""","""579,589""","""548,235""","""524,745""","""508,220""","""509,005""","""512,681""","""517,915""","""522,450""","""526,874""","""528,642""","""530,632""","""531,444""","""531,581""","""529,822""","""533,693""","""528,174""","""522,028""","""517,463""","""513,154""","""511,423""","""509,113""","""507,842""","""507,464""","""506,770""","""505,353""","""504,453"""
34,강원,강원,강원,"""152,946""","""152,819""","""152,457""","""152,272""","""151,852""","""151,578""","""151,324""","""150,899""","""150,514""","""150,362""","""150,247""","""150,091""","""151,253""","""152,011""","""152,247""","""152,275""","""152,400""","""152,765""","""153,345""","""154,056""","""154,561""","""155,115""","""155,790""","""156,513""","""157,371""","""158,439""","""159,404""","""160,219""","""161,050""","""162,143""","""159,575""","""160,605""","""161,712""","""163,051""","""164,280""","""165,025""","""165,423""","""165,809""","""166,091""","""166,477""","""166,863""","""167,051""","""167,195""","""167,252""","""167,176""","""166,789""","""166,032""","""165,209""","""167,781""","""166,947""","""166,311""","""165,833""","""165,481""","""165,294""","""165,192""","""165,427""","""165,774""","""166,207""","""166,463""","""166,509""","""169,185""","""169,284""","""169,387""","""169,407""","""169,610""","""169,768""","""169,913""","""170,083""","""170,143""","""170,189""","""170,039""","""169,969"""
35,충북,충북,충북,"""148,572""","""148,267""","""147,929""","""147,424""","""146,965""","""146,438""","""146,048""","""145,633""","""145,351""","""145,013""","""145,022""","""145,119""","""147,528""","""147,602""","""147,910""","""148,135""","""148,584""","""151,370""","""152,375""","""152,827""","""153,067""","""153,312""","""153,855""","""155,418""","""156,317""","""157,461""","""158,754""","""160,161""","""161,408""","""163,207""","""188,345""","""189,933""","""191,618""","""193,611""","""194,950""","""195,459""","""195,750""","""195,892""","""195,722""","""195,765""","""195,684""","""195,533""","""195,539""","""194,995""","""194,391""","""193,212""","""191,633""","""188,953""","""187,782""","""185,704""","""184,408""","""183,888""","""183,648""","""183,742""","""183,968""","""184,214""","""184,845""","""185,740""","""186,233""","""186,591""","""187,649""","""187,390""","""187,278""","""187,162""","""187,176""","""187,224""","""187,350""","""187,565""","""187,716""","""188,061""","""188,130""","""188,067"""
36,충남,충남,충남,"""149,426""","""149,226""","""148,926""","""148,699""","""148,191""","""148,044""","""147,956""","""147,805""","""147,758""","""147,828""","""148,016""","""148,451""","""149,748""","""150,102""","""150,296""","""150,551""","""150,688""","""151,041""","""152,934""","""154,590""","""155,926""","""156,747""","""157,821""","""159,441""","""160,833""","""162,113""","""163,394""","""164,907""","""166,107""","""167,540""","""193,060""","""194,539""","""196,077""","""197,780""","""199,077""","""199,868""","""200,192""","""200,342""","""200,347""","""200,161""","""199,894""","""199,083""","""198,970""","""198,509""","""197,796""","""196,620""","""195,204""","""193,266""","""189,522""","""187,707""","""185,984""","""185,074""","""184,658""","""184,510""","""184,545""","""184,793""","""184,931""","""185,170""","""185,347""","""185,218""","""189,449""","""188,994""","""188,708""","""188,442""","""188,522""","""188,532""","""188,663""","""188,617""","""188,670""","""188,669""","""188,540""","""188,535"""
37,전북,전북,전북,"""144,487""","""144,459""","""144,299""","""144,084""","""143,977""","""143,843""","""143,699""","""143,556""","""143,322""","""143,215""","""143,070""","""143,105""","""144,491""","""144,748""","""145,087""","""145,367""","""145,608""","""145,997""","""146,765""","""147,310""","""147,871""","""148,311""","""149,096""","""151,362""","""151,797""","""152,104""","""152,483""","""153,016""","""153,551""","""154,640""","""150,282""","""151,436""","""152,579""","""153,756""","""154,654""","""155,140""","""155,577""","""155,791""","""156,045""","""156,504""","""157,113""","""157,289""","""157,624""","""157,483""","""157,168""","""156,622""","""154,756""","""152,792""","""155,978""","""154,923""","""153,824""","""153,048""","""152,487""","""152,221""","""152,139""","""152,248""","""152,408""","""152,639""","""153,150""","""153,087""","""154,366""","""154,270""","""154,173""","""154,263""","""154,650""","""154,967""","""155,301""","""155,641""","""155,956""","""156,250""","""156,344""","""156,142"""
38,전남,전남,전남,"""119,597""","""119,756""","""119,904""","""120,061""","""120,176""","""120,296""","""120,542""","""120,722""","""120,860""","""121,027""","""121,203""","""121,399""","""122,209""","""122,397""","""122,625""","""122,652""","""122,757""","""123,060""","""123,393""","""123,785""","""124,091""","""124,535""","""125,062""","""125,580""","""125,927""","""126,155""","""126,186""","""126,482""","""126,870""","""127,486""","""134,159""","""134,602""","""135,182""","""135,770""","""136,254""","""136,450""","""136,604""","""136,671""","""136,714""","""136,790""","""136,982""","""136,733""","""136,709""","""136,577""","""136,235""","""135,761""","""134,907""","""133,693""","""137,638""","""136,721""","""136,049""","""135,543""","""135,216""","""134,990""","""134,782""","""134,646""","""134,665""","""134,727""","""134,746""","""134,681""","""136,942""","""136,903""","""136,778""","""136,759""","""136,601""","""136,753""","""136,722""","""136,763""","""136,833""","""136,871""","""136,915""","""136,851"""
39,경북,경북,경북,"""133,179""","""132,953""","""132,753""","""132,434""","""132,162""","""131,921""","""132,036""","""131,849""","""131,720""","""131,613""","""131,479""","""131,360""","""132,718""","""132,826""","""132,821""","""132,756""","""132,744""","""132,926""","""133,455""","""134,078""","""134,563""","""134,940""","""135,322""","""136,393""","""137,743""","""138,884""","""139,692""","""140,387""","""141,193""","""142,119""","""149,608""","""150,390""","""151,042""","""151,908""","""152,577""","""153,017""","""153,340""","""153,473""","""153,365""","""153,583""","""153,637""","""153,683""","""153,595""","""153,327""","""153,148""","""152,588""","""151,539""","""149,901""","""149,183""","""148,313""","""147,747""","""147,347""","""147,193""","""147,242""","""147,759""","""148,124""","""148,640""","""148,949""","""149,134""","""149,179""","""149,272""","""149,242""","""149,269""","""149,374""","""149,513""","""149,530""","""149,417""","""149,584""","""149,704""","""149,691""","""149,225""","""149,127"""
40,경남,경남,경남,"""178,544""","""178,126""","""177,662""","""177,101""","""176,595""","""176,190""","""175,466""","""174,828""","""174,328""","""173,924""","""173,839""","""174,132""","""175,758""","""176,142""","""176,491""","""176,610""","""176,512""","""176,905""","""178,105""","""178,833""","""179,244""","""179,521""","""180,869""","""184,457""","""186,235""","""187,174""","""187,866""","""188,723""","""189,755""","""190,988""","""208,491""","""209,816""","""211,647""","""214,029""","""216,036""","""217,185""","""217,810""","""218,396""","""218,913""","""219,357""","""219,949""","""220,293""","""220,127""","""219,082""","""218,062""","""216,155""","""212,624""","""208,077""","""204,682""","""203,223""","""202,549""","""202,024""","""201,665""","""201,477""","""201,542""","""201,638""","""201,781""","""201,871""","""201,913""","""201,790""","""203,334""","""203,104""","""202,800""","""202,506""","""202,317""","""202,195""","""202,324""","""202,396""","""202,464""","""202,592""","""202,745""","""202,634"""
41,제주,제주,제주,"""314,013""","""314,222""","""314,214""","""314,246""","""314,268""","""313,963""","""312,223""","""311,307""","""310,272""","""308,769""","""307,129""","""305,416""","""304,659""","""304,133""","""303,390""","""302,461""","""301,630""","""301,011""","""300,698""","""300,435""","""300,277""","""299,974""","""299,809""","""299,845""","""300,263""","""300,791""","""301,225""","""302,003""","""304,462""","""309,430""","""272,491""","""276,380""","""278,962""","""281,752""","""283,361""","""283,942""","""284,405""","""284,431""","""284,662""","""284,802""","""285,559""","""286,093""","""285,858""","""285,741""","""285,474""","""284,903""","""284,146""","""282,026""","""276,307""","""275,198""","""274,322""","""273,170""","""272,306""","""271,641""","""271,238""","""270,951""","""270,749""","""270,622""","""270,436""","""270,124""","""270,411""","""270,039""","""269,705""","""269,262""","""268,768""","""268,441""","""268,134""","""267,504""","""267,335""","""267,023""","""266,606""","""266,251"""
