"남편의 연령별","아내의 연령별",2019,2020,2021,2022,2023,2024
"35세","30세",1132,1035,940,950,966,1152
"35세","31세",1342,1210,1125,1165,1211,1493
"35세","32세",1360,1202,1111,1194,1196,1638
"35세","33세",1241,1123,1056,1113,1222,1561
"35세","34세",1184,1066,976,1074,1167,1548
"35세","35세",1299,1009,962,994,1180,1355
"35세","36세",732,564,496,519,589,726
"35세","37세",338,360,294,257,317,351
"35세","38세",232,188,185,174,179,225
"35세","39세",155,127,124,133,88,112
"35세","40 - 44세",200,178,165,162,214,214
"35세","45 - 49세",27,29,29,24,23,36
"35세","50 - 54세",5,6,3,3,5,6
"35세","55 - 59세",3,0,0,0,0,2
"35세","60 - 64세",0,0,0,0,0,0
"35세","65 - 69세",0,0,0,0,0,0
"35세","70 - 74세",0,0,0,0,0,0
"35세","75세이상",0,0,0,0,0,0
"35세","미상",0,0,0,0,0,0
"36세","계",10862,9045,8015,8234,8702,10046
"36세","15세미만",0,0,0,0,0,0
"36세","15세",0,0,0,0,0,0
"36세","16세",1,1,0,0,0,0
"36세","17세",3,1,0,0,1,0
"36세","18세",50,13,2,4,21,11
"36세","19세",41,15,3,13,21,18
"36세","20세",43,21,12,22,19,15
"36세","21세",34,25,13,22,19,23
"36세","22세",66,41,19,28,21,19
"36세","23세",75,57,36,32,33,36
"36세","24세",107,117,78,64,59,61
"36세","25세",185,124,90,94,63,59
"36세","26세",227,161,140,141,132,135
"36세","27세",367,267,225,222,195,198
"36세","28세",410,377,296,310,286,342
"36세","29세",597,514,518,415,476,503
"36세","30세",771,638,583,660,647,660
"36세","31세",945,843,774,825,859,985
"36세","32세",1161,949,835,955,990,1240
"36세","33세",1142,982,886,914,1045,1291
"36세","34세",1078,924,838,828,975,1130
"36세","35세",1047,870,803,799,883,1140
"36세","36세",1045,837,763,804,822,947
"36세","37세",608,500,427,419,459,532
"36세","38세",306,281,252,203,212,258
"36세","39세",173,170,164,151,147,146
"36세","40 - 44세",317,266,222,257,270,260
"36세","45 - 49세",55,41,33,48,39,30
"36세","50 - 54세",8,9,3,4,7,4
"36세","55 - 59세",0,0,0,0,1,3
"36세","60 - 64세",0,1,0,0,0,0
"36세","65 - 69세",0,0,0,0,0,0
"36세","70 - 74세",0,0,0,0,0,0
"36세","75세이상",0,0,0,0,0,0
"36세","미상",0,0,0,0,0,0
"37세","계",9240,7927,7065,6894,7191,8331
"37세","15세미만",0,0,0,0,0,0
"37세","15세",0,0,0,0,0,0
"37세","16세",0,0,1,0,0,0
"37세","17세",1,0,0,0,1,0
"37세","18세",64,19,4,8,14,25
"37세","19세",53,25,10,11,26,25
"37세","20세",48,21,10,23,20,16
"37세","21세",63,18,22,23,20,29
"37세","22세",47,37,22,35,24,21
"37세","23세",56,40,36,40,28,29
"37세","24세",74,58,42,46,46,47
"37세","25세",102,99,76,70,61,73
"37세","26세",179,141,106,109,85,106
"37세","27세",229,211,170,141,166,141
"37세","28세",305,256,221,194,214,191
"37세","29세",407,393,335,325,279,307
"37세","30세",492,445,432,395,409,444
"37세","31세",631,539,536,522,523,657
"37세","32세",777,661,649,640,659,862
"37세","33세",906,800,738,733,759,953
"37세","34세",963,803,688,735,802,981
"37세","35세",917,765,655,678,712,892
"37세","36세",887,728,616,641,680,792
"37세","37세",904,810,703,608,705,759
"37세","38세",423,421,385,362,361,395
"37세","39세",262,248,219,183,198,214
"37세","40 - 44세",365,343,337,323,348,312
"37세","45 - 49세",72,38,40,41,41,54
"37세","50 - 54세",12,6,11,8,9,6
"37세","55 - 59세",1,2,0,0,0,0
"37세","60 - 64세",0,0,1,0,1,0
"37세","65 - 69세",0,0,0,0,0,0
"37세","70 - 74세",0,0,0,0,0,0
"37세","75세이상",0,0,0,0,0,0
"37세","미상",0,0,0,0,0,0
"38세","계",7623,6568,5941,6030,5778,6716
"38세","15세미만",0,0,0,0,0,0
"38세","15세",0,0,0,0,0,0
"38세","16세",2,0,0,0,0,0
"38세","17세",0,0,1,0,0,0
"38세","18세",78,19,3,18,12,27
"38세","19세",60,36,5,18,27,26
"38세","20세",68,23,10,20,26,22
"38세","21세",52,22,19,23,24,18
"38세","22세",52,32,21,30,31,26
"38세","23세",79,38,25,34,35,29
"38세","24세",75,61,40,50,37,44
"38세","25세",90,66,62,56,37,60
"38세","26세",128,106,63,88,80,73
"38세","27세",157,139,117,93,89,107
"38세","28세",194,166,151,134,107,158
"38세","29세",295,248,208,203,172,228
"38세","30세",329,292,296,291,274,280
"38세","31세",376,331,331,344,309,379
"38세","32세",457,431,372,411,454,492
"38세","33세",565,527,519,517,516,616
"38세","34세",675,607,587,591,575,711
"38세","35세",760,626,613,613,571,728
"38세","36세",771,672,521,587,558,653
"38세","37세",724,620,539,554,507,578
"38세","38세",663,654,573,518,521,608
"38세","39세",390,315,332,294,285,322
"38세","40 - 44세",486,459,445,466,471,461
"38세","45 - 49세",87,66,73,64,51,55
"38세","50 - 54세",10,8,15,11,8,12
"38세","55 - 59세",0,3,0,1,1,2
"38세","60 - 64세",0,1,0,0,0,1
"38세","65 - 69세",0,0,0,0,0,0
"38세","70 - 74세",0,0,0,1,0,0
"38세","75세이상",0,0,0,0,0,0
"38세","미상",0,0,0,0,0,0
"39세","계",6205,5541,5166,5377,5247,5693
"39세","15세미만",0,0,0,0,0,0
"39세","15세",0,0,0,0,0,0
"39세","16세",1,0,1,1,0,0
"39세","17세",3,1,0,1,0,1
"39세","18세",67,19,3,11,28,32
"39세","19세",74,35,8,23,25,33
"39세","20세",44,26,11,25,26,36
"39세","21세",49,19,9,24,27,31
"39세","22세",56,26,23,20,29,23
"39세","23세",63,40,25,34,28,40
"39세","24세",48,43,31,35,31,29
"39세","25세",77,52,35,50,39,45
"39세","26세",93,77,58,66,50,53
"39세","27세",117,91,79,72,78,69
"39세","28세",135,108,115,107,91,104
"39세","29세",179,169,138,140,118,127
"39세","30세",199,198,207,207,202,200
"39세","31세",261,221,229,241,247,272
"39세","32세",286,304,275,271,259,338
"39세","33세",367,371,309,349,346,427
"39세","34세",455,466,420,422,516,505
"39세","35세",537,494,516,533,470,593
"39세","36세",630,543,481,456,482,592
"39세","37세",613,560,488,502,475,457
"39세","38세",559,492,489,484,482,483
"39세","39세",522,492,493,547,446,471
"39세","40 - 44세",642,603,616,678,663,647
"39세","45 - 49세",104,77,83,66,70,70
"39세","50 - 54세",23,13,21,11,19,14
"39세","55 - 59세",1,1,2,1,0,1
"39세","60 - 64세",0,0,1,0,0,0
"39세","65 - 69세",0,0,0,0,0,0
"39세","70 - 74세",0,0,0,0,0,0
"39세","75세이상",0,0,0,0,0,0
"39세","미상",0,0,0,0,0,0
"40세","계",4919,4541,4230,4565,4739,4872
"40세","15세미만",0,0,0,0,0,0
"40세","15세",0,0,0,0,0,0
"40세","16세",0,0,0,0,1,0
"40세","17세",3,1,0,0,0,1
"40세","18세",65,19,2,10,24,34
"40세","19세",70,29,4,20,37,36
"40세","20세",47,13,8,27,31,32
"40세","21세",42,22,12,26,27,20
"40세","22세",42,26,12,20,38,30
"40세","23세",46,22,13,25,38,38
"40세","24세",56,28,23,35,24,33
"40세","25세",55,37,37,50,35,36
"40세","26세",70,59,35,55,47,39
"40세","27세",88,73,56,66,71,61
"40세","28세",93,104,64,75,86,90
"40세","29세",99,103,97,112,91,111
"40세","30세",125,136,135,157,131,138
"40세","31세",164,139,156,155,176,162
"40세","32세",185,182,177,179,194,204
"40세","33세",218,210,216,245,258,296
"40세","34세",267,271,243,330,279,316
"40세","35세",369,359,350,350,366,403
"40세","36세",470,441,366,419,458,460
"40세","37세",452,437,399,438,423,479
"40세","38세",434,430,358,386,383,425
"40세","39세",403,408,420,384,390,398
"40세","40 - 44세",862,828,895,882,993,914
"40세","45 - 49세",159,134,128,92,114,98
"40세","50 - 54세",31,25,22,22,21,14
"40세","55 - 59세",3,5,1,4,3,4
"40세","60 - 64세",0,0,0,1,0,0
"40세","65 - 69세",0,0,1,0,0,0
"40세","70 - 74세",0,0,0,0,0,0
"40세","75세이상",1,0,0,0,0,0
"40세","미상",0,0,0,0,0,0
"41세","계",4065,3571,3458,3813,4015,4289
"41세","15세미만",0,0,0,0,0,0
"41세","15세",0,0,0,0,0,0
"41세","16세",0,0,0,0,0,0
"41세","17세",2,1,0,0,0,2
"41세","18세",66,20,3,10,31,17
"41세","19세",64,23,4,19,49,39
"41세","20세",55,24,7,30,31,34
"41세","21세",39,20,9,26,37,37
"41세","22세",34,26,8,22,24,24
"41세","23세",41,26,14,26,28,29
"41세","24세",47,25,20,49,33,45
"41세","25세",43,39,18,31,38,40
"41세","26세",46,35,33,36,40,34
"41세","27세",61,46,46,61,38,46
"41세","28세",76,70,55,63,66,66
"41세","29세",83,77,59,77,68,85
"41세","30세",100,81,85,99,98,107
"41세","31세",105,85,91,96,129,119
"41세","32세",114,111,110,121,138,167
"41세","33세",171,141,143,156,163,198
"41세","34세",186,160,177,179,184,243
"41세","35세",222,204,217,235,255,259
"41세","36세",325,285,252,285,291,329
"41세","37세",349,320,328,296,328,426
"41세","38세",343,342,318,342,352,342
"41세","39세",341,338,345,364,359,365
"41세","40 - 44세",970,892,937,1037,1046,1082
"41세","45 - 49세",162,150,140,134,153,126
"41세","50 - 54세",16,25,37,17,30,26
"41세","55 - 59세",4,5,2,2,6,2
"41세","60 - 64세",0,0,0,0,0,0
"41세","65 - 69세",0,0,0,0,0,0
"41세","70 - 74세",0,0,0,0,0,0
"41세","75세이상",0,0,0,0,0,0
"41세","미상",0,0,0,0,0,0
"42세","계",3712,3076,2726,3122,3487,3800
"42세","15세미만",0,0,0,0,0,0
"42세","15세",0,0,0,0,0,0
"42세","16세",0,0,0,0,0,0
"42세","17세",1,0,0,0,1,2
"42세","18세",73,26,2,18,26,27
"42세","19세",54,26,8,27,40,30
"42세","20세",52,25,5,33,46,49
"42세","21세",39,11,4,29,35,30
"42세","22세",52,20,12,14,35,27
"42세","23세",43,20,9,16,36,39
"42세","24세",37,25,11,27,18,28
"42세","25세",54,37,22,26,32,32
"42세","26세",53,42,18,27,29,49
"42세","27세",50,43,45,37,35,48
"42세","28세",67,53,30,45,47,45
"42세","29세",59,47,48,50,63,64
"42세","30세",75,53,62,68,67,81
"42세","31세",80,83,58,65,100,93
"42세","32세",90,88,66,85,86,127
"42세","33세",114,92,105,113,113,154
"42세","34세",139,114,132,131,158,144
"42세","35세",172,142,137,145,169,182
"42세","36세",233,207,176,190,199,243
"42세","37세",297,226,219,223,236,266
"42세","38세",321,281,248,288,298,328
"42세","39세",318,280,234,284,295,302
"42세","40 - 44세",978,915,876,974,1110,1176
"42세","45 - 49세",211,172,172,171,168,178
"42세","50 - 54세",42,40,26,31,41,50
"42세","55 - 59세",8,6,1,5,4,6
"42세","60 - 64세",0,2,0,0,0,0
"42세","65 - 69세",0,0,0,0,0,0
"42세","70 - 74세",0,0,0,0,0,0
"42세","75세이상",0,0,0,0,0,0
"42세","미상",0,0,0,0,0,0
"43세","계",3308,2611,2373,2638,2983,3107
"43세","15세미만",0,0,0,0,0,0
"43세","15세",0,0,0,0,0,0
"43세","16세",0,0,0,0,1,0
"43세","17세",1,0,0,0,0,2
"43세","18세",52,19,1,15,21,35
"43세","19세",49,21,9,28,49,44
"43세","20세",27,17,5,25,28,31
"43세","21세",36,18,8,29,29,32
"43세","22세",61,17,9,20,36,28
"43세","23세",46,16,7,25,39,20
"43세","24세",36,18,5,29,23,23
"43세","25세",41,22,19,26,29,30
"43세","26세",40,31,13,30,32,36
"43세","27세",62,28,23,22,33,41
"43세","28세",50,32,31,34,49,43
"43세","29세",56,41,30,36,52,42
"43세","30세",70,43,44,51,49,57
"43세","31세",72,34,43,59,59,73
"43세","32세",65,59,45,75,80,82
"43세","33세",86,69,64,71,71,94
"43세","34세",103,100,72,89,117,110
"43세","35세",117,120,119,112,101,136
"43세","36세",160,155,124,136,144,158
"43세","37세",202,159,171,146,169,180
"43세","38세",277,197,195,189,192,208
"43세","39세",239,235,206,232,240,247
"43세","40 - 44세",1014,863,877,912,1059,1072
"43세","45 - 49세",276,239,193,197,222,230
"43세","50 - 54세",59,49,54,41,53,46
"43세","55 - 59세",11,8,6,8,6,5
"43세","60 - 64세",0,1,0,1,0,2
"43세","65 - 69세",0,0,0,0,0,0
"43세","70 - 74세",0,0,0,0,0,0
"43세","75세이상",0,0,0,0,0,0
"43세","미상",0,0,0,0,0,0
"44세","계",3214,2345,2099,2238,2510,2699
"44세","15세미만",0,0,0,0,0,0
"44세","15세",0,0,0,0,0,0
"44세","16세",0,0,0,1,0,0
"44세","17세",1,0,0,1,0,0
"44세","18세",52,22,1,7,33,33
"44세","19세",44,21,3,20,29,31
"44세","20세",35,16,3,21,28,46
"44세","21세",46,16,8,20,35,24
"44세","22세",47,19,6,15,35,27
"44세","23세",48,16,10,31,29,20
"44세","24세",37,13,14,17,22,15
"44세","25세",50,22,11,22,25,22
"44세","26세",42,18,10,26,30,23
"44세","27세",46,26,19,24,30,33
"44세","28세",52,40,21,22,35,36
"44세","29세",46,40,23,18,40,31
"44세","30세",49,27,32,44,42,41
"44세","31세",51,41,32,45,58,51
"44세","32세",58,35,33,40,58,67
"44세","33세",80,53,52,67,56,66
"44세","34세",90,62,61,70,67,85
"44세","35세",119,73,55,67,76,85
"44세","36세",130,104,80,87,100,127
"44세","37세",134,137,109,96,97,126
"44세","38세",186,147,142,140,143,139
"44세","39세",218,189,167,178,169,173
"44세","40 - 44세",1048,813,817,850,933,1007
"44세","45 - 49세",416,311,297,241,277,321
"44세","50 - 54세",75,65,75,58,55,63
"44세","55 - 59세",11,16,14,7,7,4
"44세","60 - 64세",2,2,4,2,0,3
"44세","65 - 69세",1,1,0,1,1,0
"44세","70 - 74세",0,0,0,0,0,0
"44세","75세이상",0,0,0,0,0,0
"44세","미상",0,0,0,0,0,0
"45 - 49세","계",12361,9724,8684,9092,9327,9136
"45 - 49세","15세미만",0,0,0,0,0,0
"45 - 49세","15세",0,1,0,0,0,0
"45 - 49세","16세",0,0,0,0,0,0
"45 - 49세","17세",2,2,0,1,1,1
"45 - 49세","18세",114,40,1,38,82,76
"45 - 49세","19세",128,75,12,80,117,98
"45 - 49세","20세",106,49,18,86,105,85
"45 - 49세","21세",130,58,25,71,88,102
"45 - 49세","22세",135,57,27,74,105,93
"45 - 49세","23세",144,60,27,70,88,117
"45 - 49세","24세",125,73,31,86,85,120
"45 - 49세","25세",164,75,37,85,93,85
"45 - 49세","26세",142,65,44,76,99,92
"45 - 49세","27세",138,88,54,91,109,120
"45 - 49세","28세",147,91,75,115,144,132
"45 - 49세","29세",154,98,70,96,120,111
"45 - 49세","30세",203,103,93,119,133,131
"45 - 49세","31세",160,137,107,131,161,140
"45 - 49세","32세",225,129,103,155,183,144
"45 - 49세","33세",208,158,115,156,169,167
"45 - 49세","34세",254,184,152,160,158,212
"45 - 49세","35세",262,220,187,187,164,181
"45 - 49세","36세",287,216,191,210,218,205
"45 - 49세","37세",343,326,264,236,255,254
"45 - 49세","38세",424,329,297,290,308,286
"45 - 49세","39세",513,418,411,375,383,367
"45 - 49세","40 - 44세",3012,2614,2518,2537,2536,2639
"45 - 49세","45 - 49세",3625,2999,2758,2582,2468,2319
"45 - 49세","50 - 54세",985,873,878,818,781,702
"45 - 49세","55 - 59세",196,153,169,148,142,131
"45 - 49세","60 - 64세",32,28,17,14,30,21
"45 - 49세","65 - 69세",3,5,3,5,2,4
"45 - 49세","70 - 74세",0,0,0,0,0,0
"45 - 49세","75세이상",0,0,0,0,0,1
"45 - 49세","미상",0,0,0,0,0,0
"50 - 54세","계",8297,7047,6736,7275,7452,7166
"50 - 54세","15세미만",0,0,0,0,0,0
"50 - 54세","15세",0,0,0,0,0,0
"50 - 54세","16세",0,0,0,0,0,0
"50 - 54세","17세",0,1,0,0,0,1
"50 - 54세","18세",19,2,1,10,11,19
"50 - 54세","19세",17,10,1,7,28,19
"50 - 54세","20세",22,8,7,17,33,31
"50 - 54세","21세",26,9,5,15,31,21
"50 - 54세","22세",26,17,7,13,42,32
"50 - 54세","23세",35,13,14,26,31,38
"50 - 54세","24세",36,17,16,20,37,38
"50 - 54세","25세",46,16,14,31,32,40
"50 - 54세","26세",57,29,17,36,51,41
"50 - 54세","27세",48,25,16,44,55,49
"50 - 54세","28세",56,35,26,41,56,68
"50 - 54세","29세",68,42,22,51,63,58
"50 - 54세","30세",74,50,40,59,88,55
"50 - 54세","31세",78,46,35,61,84,83
"50 - 54세","32세",78,52,44,69,65,72
"50 - 54세","33세",96,61,30,62,85,84
"50 - 54세","34세",75,69,61,70,74,95
"50 - 54세","35세",97,51,56,79,75,87
"50 - 54세","36세",104,77,64,79,97,101
"50 - 54세","37세",110,82,66,98,102,107
"50 - 54세","38세",115,100,94,99,117,109
"50 - 54세","39세",121,113,95,125,131,131
"50 - 54세","40 - 44세",1021,862,845,915,901,988
"50 - 54세","45 - 49세",2465,2106,2005,2008,1895,1800
"50 - 54세","50 - 54세",2610,2413,2443,2493,2515,2283
"50 - 54세","55 - 59세",662,622,581,597,604,567
"50 - 54세","60 - 64세",121,109,117,130,132,132
"50 - 54세","65 - 69세",12,9,12,17,16,16
"50 - 54세","70 - 74세",1,1,2,2,1,1
"50 - 54세","75세이상",1,0,0,1,0,0
"50 - 54세","미상",0,0,0,0,0,0
"55 - 59세","계",6470,5310,4950,5197,5424,5504
"55 - 59세","15세미만",0,0,0,0,0,0
"55 - 59세","15세",0,0,0,0,0,0
"55 - 59세","16세",0,0,0,0,0,0
"55 - 59세","17세",0,0,0,0,0,0
"55 - 59세","18세",1,1,1,2,5,6
"55 - 59세","19세",4,1,0,0,9,6
"55 - 59세","20세",5,1,0,4,9,7
"55 - 59세","21세",3,1,1,4,6,8
"55 - 59세","22세",7,4,4,6,10,11
"55 - 59세","23세",8,4,4,6,9,10
"55 - 59세","24세",9,8,3,7,9,4
"55 - 59세","25세",13,6,4,8,12,7
"55 - 59세","26세",8,9,5,9,12,17
"55 - 59세","27세",13,3,6,8,12,16
"55 - 59세","28세",20,10,9,12,19,14
"55 - 59세","29세",19,11,11,15,22,25
"55 - 59세","30세",19,12,8,13,29,28
"55 - 59세","31세",25,12,8,26,27,23
"55 - 59세","32세",32,7,7,23,35,38
"55 - 59세","33세",32,20,16,25,27,42
"55 - 59세","34세",37,30,17,31,42,43
"55 - 59세","35세",21,13,18,29,29,45
"55 - 59세","36세",45,19,28,30,38,47
"55 - 59세","37세",40,30,18,29,53,48
"55 - 59세","38세",52,26,25,34,46,47
"55 - 59세","39세",45,30,33,49,54,51
"55 - 59세","40 - 44세",360,260,234,264,293,346
"55 - 59세","45 - 49세",943,803,704,722,682,666
"55 - 59세","50 - 54세",2206,1811,1741,1726,1795,1700
"55 - 59세","55 - 59세",2011,1710,1565,1621,1625,1725
"55 - 59세","60 - 64세",435,405,416,417,440,437
"55 - 59세","65 - 69세",49,55,52,70,66,72
"55 - 59세","70 - 74세",7,8,10,7,6,15
"55 - 59세","75세이상",1,0,2,0,3,0
"55 - 59세","미상",0,0,0,0,0,0
"60 - 64세","계",3714,3346,3513,3774,3877,3876
"60 - 64세","15세미만",0,0,0,0,0,0
"60 - 64세","15세",0,0,0,0,0,0
"60 - 64세","16세",0,0,0,0,0,0
"60 - 64세","17세",0,0,0,0,0,0
"60 - 64세","18세",1,0,0,0,0,0
"60 - 64세","19세",0,1,0,0,0,1
"60 - 64세","20세",1,1,1,0,3,0
"60 - 64세","21세",2,0,0,3,2,0
"60 - 64세","22세",2,1,0,4,2,0
"60 - 64세","23세",0,1,0,5,5,0
"60 - 64세","24세",4,1,1,2,0,3
"60 - 64세","25세",1,1,1,2,5,3
"60 - 64세","26세",4,2,2,2,4,4
"60 - 64세","27세",4,3,2,3,5,8
"60 - 64세","28세",3,1,3,1,6,5
"60 - 64세","29세",8,1,1,5,7,10
"60 - 64세","30세",5,2,5,3,16,6
"60 - 64세","31세",9,3,2,5,15,10
"60 - 64세","32세",13,4,3,4,10,9
"60 - 64세","33세",9,4,7,12,15,11
"60 - 64세","34세",14,7,4,13,14,14
"60 - 64세","35세",15,5,9,10,17,19
"60 - 64세","36세",15,10,10,15,16,19
"60 - 64세","37세",9,9,6,9,21,21
"60 - 64세","38세",17,10,8,21,18,34
"60 - 64세","39세",20,11,12,10,21,23
"60 - 64세","40 - 44세",103,81,86,108,130,126
"60 - 64세","45 - 49세",280,204,218,224,243,218
"60 - 64세","50 - 54세",714,625,606,653,661,587
"60 - 64세","55 - 59세",1411,1293,1308,1318,1315,1351
"60 - 64세","60 - 64세",905,902,1024,1099,1098,1123
"60 - 64세","65 - 69세",125,137,169,207,194,223
"60 - 64세","70 - 74세",17,23,22,32,27,37
"60 - 64세","75세이상",3,3,3,4,6,11
"60 - 64세","미상",0,0,0,0,1,0
"65 - 69세","계",1454,1449,1536,1693,1862,2006
"65 - 69세","15세미만",0,0,0,0,0,0
"65 - 69세","15세",0,0,0,0,0,0
"65 - 69세","16세",0,0,0,0,0,0
"65 - 69세","17세",0,0,0,0,0,0
"65 - 69세","18세",0,0,0,0,0,0
"65 - 69세","19세",0,0,0,0,0,0
"65 - 69세","20세",0,0,0,0,0,0
"65 - 69세","21세",1,0,0,0,0,1
"65 - 69세","22세",1,0,0,0,1,0
"65 - 69세","23세",0,1,0,0,1,1
"65 - 69세","24세",1,0,0,0,0,1
"65 - 69세","25세",0,0,1,1,0,0
"65 - 69세","26세",0,0,1,1,2,0
"65 - 69세","27세",0,1,0,1,1,0
"65 - 69세","28세",0,0,2,4,0,1
"65 - 69세","29세",2,1,1,2,2,2
"65 - 69세","30세",0,1,0,1,4,3
"65 - 69세","31세",1,1,0,5,1,3
"65 - 69세","32세",3,0,2,2,2,2
"65 - 69세","33세",2,3,4,7,5,4
"65 - 69세","34세",4,4,3,0,4,5
"65 - 69세","35세",2,1,1,2,4,2
"65 - 69세","36세",3,5,3,2,6,9
"65 - 69세","37세",5,2,2,2,7,16
"65 - 69세","38세",4,3,0,7,5,4
"65 - 69세","39세",6,1,1,1,5,12
"65 - 69세","40 - 44세",20,29,22,31,36,51
"65 - 69세","45 - 49세",62,51,53,59,68,65
"65 - 69세","50 - 54세",130,115,131,112,139,130
"65 - 69세","55 - 59세",359,332,306,314,343,354
"65 - 69세","60 - 64세",537,572,602,686,746,721
"65 - 69세","65 - 69세",260,270,335,377,394,517
"65 - 69세","70 - 74세",50,50,57,59,74,89
"65 - 69세","75세이상",1,6,9,17,12,13
"65 - 69세","미상",0,0,0,0,0,0
"70 - 74세","계",847,828,902,823,965,966
"70 - 74세","15세미만",0,0,0,0,0,0
"70 - 74세","15세",0,0,0,0,0,0
"70 - 74세","16세",0,0,0,0,0,0
"70 - 74세","17세",0,0,0,0,0,0
"70 - 74세","18세",0,0,0,0,0,0
"70 - 74세","19세",0,0,0,0,0,0
"70 - 74세","20세",0,0,0,0,0,0
"70 - 74세","21세",1,0,0,0,0,0
"70 - 74세","22세",0,0,0,0,0,0
"70 - 74세","23세",0,0,0,0,0,1
"70 - 74세","24세",0,0,0,1,0,0
"70 - 74세","25세",0,0,0,0,0,0
"70 - 74세","26세",1,0,0,0,0,2
"70 - 74세","27세",0,1,0,0,0,0
"70 - 74세","28세",0,0,0,0,1,0
"70 - 74세","29세",0,1,0,0,0,0
"70 - 74세","30세",0,0,0,0,2,1
"70 - 74세","31세",0,0,0,0,0,2
"70 - 74세","32세",0,0,0,1,0,0
"70 - 74세","33세",1,0,2,0,0,0
"70 - 74세","34세",0,0,2,0,2,1
"70 - 74세","35세",0,0,0,1,2,3
"70 - 74세","36세",3,0,1,1,0,1
"70 - 74세","37세",2,0,0,0,0,0
"70 - 74세","38세",1,1,0,0,1,1
"70 - 74세","39세",1,1,0,0,2,1
"70 - 74세","40 - 44세",12,5,3,13,7,12
"70 - 74세","45 - 49세",10,8,14,7,9,14
"70 - 74세","50 - 54세",35,21,36,27,41,37
"70 - 74세","55 - 59세",98,98,67,52,80,60
"70 - 74세","60 - 64세",218,208,206,194,217,205
"70 - 74세","65 - 69세",300,295,356,329,373,378
"70 - 74세","70 - 74세",136,160,195,170,195,207
"70 - 74세","75세이상",28,29,20,27,33,40
"70 - 74세","미상",0,0,0,0,0,0
"75세이상","계",728,797,839,931,994,1104
"75세이상","15세미만",0,0,0,0,0,0
"75세이상","15세",0,0,0,0,0,0
"75세이상","16세",0,0,0,0,0,0
"75세이상","17세",0,0,0,0,0,0
"75세이상","18세",0,0,0,0,0,0
"75세이상","19세",0,0,0,0,0,0
"75세이상","20세",0,0,0,0,0,0
"75세이상","21세",0,0,0,0,0,0
"75세이상","22세",0,0,0,0,0,0
"75세이상","23세",0,0,0,0,0,0
"75세이상","24세",0,0,0,0,0,0
"75세이상","25세",0,0,0,0,0,0
"75세이상","26세",0,0,0,0,0,0
"75세이상","27세",0,0,0,0,0,0
"75세이상","28세",0,0,0,0,0,1
"75세이상","29세",0,0,0,0,0,0
"75세이상","30세",0,0,0,0,0,0
"75세이상","31세",0,0,0,0,0,0
"75세이상","32세",1,0,0,0,0,0
"75세이상","33세",0,0,0,0,0,1
"75세이상","34세",0,0,0,0,0,0
"75세이상","35세",0,0,0,1,0,0
"75세이상","36세",0,0,0,0,0,0
"75세이상","37세",0,0,0,0,0,0
"75세이상","38세",0,0,0,0,0,0
"75세이상","39세",1,0,0,0,1,2
"75세이상","40 - 44세",4,2,2,0,3,2
"75세이상","45 - 49세",3,4,3,2,2,5
"75세이상","50 - 54세",14,6,9,13,11,18
"75세이상","55 - 59세",25,21,27,20,23,28
"75세이상","60 - 64세",66,80,64,60,88,77
"75세이상","65 - 69세",128,153,158,186,194,206
"75세이상","70 - 74세",219,230,250,295,296,356
"75세이상","75세이상",267,301,326,354,376,408
"75세이상","미상",0,0,0,0,0,0
"미상","계",1,0,0,0,0,0
"미상","15세미만",0,0,0,0,0,0
"미상","15세",0,0,0,0,0,0
"미상","16세",0,0,0,0,0,0
"미상","17세",0,0,0,0,0,0
"미상","18세",0,0,0,0,0,0
"미상","19세",0,0,0,0,0,0
"미상","20세",0,0,0,0,0,0
"미상","21세",0,0,0,0,0,0
"미상","22세",0,0,0,0,0,0
"미상","23세",0,0,0,0,0,0
"미상","24세",0,0,0,0,0,0
"미상","25세",0,0,0,0,0,0
"미상","26세",0,0,0,0,0,0
"미상","27세",0,0,0,0,0,0
"미상","28세",0,0,0,0,0,0
"미상","29세",0,0,0,0,0,0
"미상","30세",0,0,0,0,0,0
"미상","31세",0,0,0,0,0,0
"미상","32세",0,0,0,0,0,0
"미상","33세",0,0,0,0,0,0
"미상","34세",0,0,0,0,0,0
"미상","35세",0,0,0,0,0,0
"미상","36세",0,0,0,0,0,0
"미상","37세",0,0,0,0,0,0
"미상","38세",0,0,0,0,0,0
"미상","39세",0,0,0,0,0,0
"미상","40 - 44세",0,0,0,0,0,0
"미상","45 - 49세",1,0,0,0,0,0
"미상","50 - 54세",0,0,0,0,0,0
"미상","55 - 59세",0,0,0,0,0,0
"미상","60 - 64세",0,0,0,0,0,0
"미상","65 - 69세",0,0,0,0,0,0
"미상","70 - 74세",0,0,0,0,0,0
"미상","75세이상",0,0,0,0,0,0
"미상","미상",0,0,0,0,0,0
