통계표,계정항목,단위,변환,2019,2020,2021,2022,2023,2024
"1.3.1. 한국은행 기준금리 및 여수신금리","한국은행 기준금리","연%","원자료","1.25","0.50","1.00","3.25","3.50","3.00"
